회사명,종목코드,상장일,상장유형,증권구분,업종,국적,상장주선인/,액면가 (원),공모가 (원),공모금액 (천원),주요제품,최초상장주식수 (주)
빛과전자,069540,2004-02-13,신규상장,주권,,대한민국,한국증권,500,"5,600","6,160,000","광가입자용 광송수신모듈, CATV/이동통신용 광부품","5,458,500"
에스텍파마,041910,2004-02-06,신규상장,주권,,대한민국,한국증권,500,"2,800","2,800,000",원료의약품,"5,000,000"
삼진엘앤디,054090,2004-02-06,신규상장,주권,,대한민국,교보증권(주),500,"6,100","13,217,187","몰드프레임, TFT-LCD BLU","7,622,505"
듀오백코리아,073190,2004-02-06,신규상장,주권,,대한민국,KB증권(주),"1,000","15,500","13,950,000",사무용 및 가정용 의자,"2,900,000"
한신정,034310,2004-02-04,신규상장,주권,기타 사업지원 서비스업,대한민국,KB증권(주),"5,000","12,000","23,529,204",,"6,700,000"
대교,019680,2004-02-03,신규상장,주권,초등 교육기관,대한민국,삼성증권(주),"5,000","42,000","84,000,000",,"10,412,984"
스펙트럼디브이디,040740,2004-01-28,신규상장,주권,,대한민국,미래에셋증권 주식회사,500,"3,000","5,240,250",DVD 타이틀,"5,700,000"
넥센테크,073070,2004-01-28,신규상장,주권,,대한민국,엔에이치투자증권주식회사,500,"1,400","6,090,000",자동차용 와이어링 하네스,"14,500,000"
태화일렉트론,067950,2004-01-26,신규상장,주권,,대한민국,한국증권,500,"3,100","3,720,000","LCD 및 반도체 제조용 오븐장비, 세정기","5,929,000"
스포츠서울21,039670,2004-01-16,신규상장,주권,,대한민국,한국증권,"5,000","5,200","3,536,000",신문사업(스포츠ㆍ연예 전문 일간지),"6,680,000"
아진종합식품,071930,2004-01-16,신규상장,주권,,대한민국,메릴린치인터내셔날엘엘씨증권 서울지점,500,"2,000","3,100,000","김치, 밤, 딸기, 꽃게","5,150,000"
세진티에스,067770,2004-01-09,신규상장,주권,,대한민국,신한투자증권 주식회사,500,"11,500","15,107,435",TFT-LCD용 광기능성 시트,"4,200,000"
맥쿼리센트럴,076850,2004-01-08,신규상장,부동산투자회사,부동산 임대 및 공급업,대한민국,,"5,000","5,000","35,151,500",,"15,260,600"
엘리코파워,045290,2004-01-06,신규상장,주권,,대한민국,대신증권(주),500,"2,500","1,544,325",리튬전지포메이션장비,"6,170,000"
프롬써어티,073570,2004-01-06,신규상장,주권,,대한민국,미래에셋증권(주),500,"11,000","7,867,530",Wafer Burn In Test 장비,"3,500,000"
삼원테크,073640,2004-01-06,신규상장,주권,,대한민국,DB금융투자주식회사,500,"7,500","8,250,000",유압용 관이음쇠,"3,500,000"
엠텍비젼,074000,2004-01-06,신규상장,주권,,대한민국,미래에셋증권 주식회사,500,"25,000","31,518,750",카메라 컨트롤 프로세서,"6,303,750"
우주일렉트로닉스,065680,2004-01-02,신규상장,주권,,대한민국,엔에이치투자증권주식회사,500,"3,600","4,680,000",정보통신용 초정밀커넥터,"4,940,000"
토필드,057880,2003-12-29,신규상장,주권,,대한민국,미래에셋증권(주),500,"4,200","6,336,960",셋톱박스(디지털위성방송수신기),"7,400,000"
TG인포넷,058690,2003-12-29,신규상장,주권,,대한민국,신영증권(주),500,"1,500","2,840,160","시스템(중형컴퓨터기기의 판매), 전자도서관 구축","9,467,170"
아이레보,072430,2003-12-29,신규상장,주권,,대한민국,교보증권(주),500,"6,300","13,230,000",디지털도어록,"10,500,000"
레인콤,060570,2003-12-19,신규상장,주권,,대한민국,KB증권(주),500,"47,000","62,040,000",휴대용 MP3 Player,"6,500,000"
비트윈,066410,2003-12-19,신규상장,주권,,대한민국,미래에셋증권(주),500,"4,000","5,360,000",DVD타이틀,"5,400,000"
윈스테크넷,067160,2003-12-19,신규상장,주권,,대한민국,엔에이치투자증권주식회사,500,"3,200","3,200,000",침입탐지시스템,"4,770,400"
상화마이크로텍,072530,2003-12-05,신규상장,주권,,대한민국,KB증권(주),500,"5,500","9,570,000",비메모리 반도체칩,"5,760,000"
한우티엔씨,041440,2003-11-14,신규상장,주권,,대한민국,한화투자증권(주),500,"2,800","4,900,000","콘크리트펌프트럭, 중장비개량사업","8,750,000"
한국툰붐,054780,2003-11-14,신규상장,주권,,대한민국,아이엠투자증권(주),500,900,"1,690,200",멀티미디어 SI,"6,261,620"
오텍,067170,2003-11-14,신규상장,주권,,대한민국,현대차증권주식회사,500,"2,400","3,504,000","냉동 및 내장탑차, 앰블란스","4,800,000"
에스텍,069510,2003-11-14,신규상장,주권,,대한민국,삼성증권(주),500,"3,100","9,455,000",스피커 및 스피커시스템,"10,110,000"
로체시스템즈,071280,2003-11-14,신규상장,주권,,대한민국,한국증권,500,"7,800","8,112,000",LCD 제조용 이송장비,"4,440,000"
케이티씨텔레콤,055810,2003-11-07,신규상장,주권,,대한민국,메릴린치인터내셔날엘엘씨증권 서울지점,500,"3,000","5,373,750","휴대폰단말기, 유무선전화기","5,960,000"
지식발전소,066270,2003-11-07,신규상장,주권,,대한민국,한화투자증권(주),500,"14,000","44,283,120",검색광고,"10,400,000"
홈데코,025750,2003-11-04,신규상장,주권,제재 및 목재 가공업,대한민국,미래에셋증권 주식회사,"1,000","1,500","9,000,000",,"57,796,455"
휴비츠,065510,2003-10-31,신규상장,주권,,대한민국,현대차증권주식회사,500,"3,300","2,970,000","자동검안기, 자동렌즈미터","4,470,000"
중앙백신연구소,072020,2003-10-31,신규상장,주권,,대한민국,교보증권(주),500,"2,600","5,163,600",동물용백신,"6,620,000"
우리산업,072470,2003-10-28,신규상장,주권,,대한민국,하나대투(하나IB),500,"2,400","6,172,800",HVAC ACTUATOR (자동차 공조장치 부품 등),"8,572,000"
STX조선,067250,2003-10-27,신규상장,주권,선박 및 보트 건조업,대한민국,"신한투자증권 주식회사,한국투자증권(주)","5,000","14,200","71,000,000",,"22,980,132"
나노하이텍,071360,2003-10-24,신규상장,주권,,대한민국,미래에셋증권(주),500,"3,800","9,500,000",TFT-LCD BLU,"12,500,000"
디지털대성,068930,2003-10-17,신규상장,주권,,대한민국,한국증권,500,"4,800","4,502,400",대성N스쿨 (교육 프랜차이즈),"4,688,000"
피카소정보통신,069110,2003-10-14,신규상장,주권,,대한민국,유안타증권(주),500,"3,800","3,230,000",DVR(Digital Video Recorder),"4,250,000"
팬택앤큐리텔,063350,2003-09-17,신규상장,주권,,대한민국,한국투자증권(주),500,"2,600","109,200,000",,"148,321,915"
티씨케이,064760,2003-08-18,신규상장,주권,,대한민국,교보증권(주),500,"2,300","5,370,500",반도체 제조공정용 고순도 흑연제품,"11,675,000"
유아이디,069330,2003-08-18,신규상장,주권,,대한민국,교보증권(주),500,"7,200","10,512,000",STN LCD GLASS(연마),"4,860,000"
미광콘택트렌즈,066850,2003-08-06,신규상장,주권,,대한민국,한국증권,500,"4,500","7,650,000",콘택트렌즈,"5,665,000"
휘닉스컴,037270,2003-08-01,신규상장,주권,광고업,대한민국,한국증권,"5,000","20,000","15,000,000",,"2,500,000"
아모텍,052710,2003-08-01,신규상장,주권,,대한민국,미래에셋증권(주),500,"7,500","14,527,350","칩바리스터, 아몰퍼스코어","9,684,000"
시스윌,055970,2003-08-01,신규상장,주권,,대한민국,한화투자증권(주),500,"2,300","3,910,000",CTI솔루션,"7,700,000"
은성코퍼레이션,065950,2003-07-29,신규상장,주권,,대한민국,한국증권,500,"1,330","2,713,200","고기능성 청소용품, 목욕용품","6,800,000"
파워로직스,047310,2003-07-25,신규상장,주권,,대한민국,한화투자증권(주),500,"8,500","13,600,000",휴대폰 배터리 등 2차전지용 보호회로,"7,927,200"
엠씨에스로직,068150,2003-07-21,신규상장,주권,,대한민국,한국증권,500,"7,500","6,225,000","비메모리반도체칩(디지털오디오칩, 음성재생용칩)","4,100,000"
거원시스템,056000,2003-07-11,신규상장,주권,,대한민국,유안타증권(주),500,"6,500","7,410,000",MP3 Player,"5,340,000"
이라이콤,041520,2003-07-04,신규상장,주권,,대한민국,유안타증권(주),500,"2,200","4,950,000",TFT-LCD용 Back Light Unit,"9,750,000"
썸텍,056020,2003-07-04,신규상장,주권,,대한민국,신한투자증권 주식회사,"1,000","4,300","3,667,900","의료/산업용 화상기기, 고주파수술기","2,841,061"
기가텔레콤,064720,2003-07-04,신규상장,주권,,대한민국,미래에셋증권(주),500,"1,300","2,925,000",이동통신단말기,"11,250,000"
캐드랜드,065560,2003-07-01,신규상장,주권,,대한민국,한국증권,500,"2,800","2,520,000",지리정보 소프트웨어,"4,436,540"
엔터기술,068420,2003-07-01,신규상장,주권,,대한민국,엔에이치투자증권주식회사,500,"12,000","13,200,000",휴대용 영상노래반주기,"5,271,500"
유엔젤,072130,2003-07-01,신규상장,주권,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",대한민국,미래에셋증권(주),500,"14,000","26,234,040",,"6,244,000"
썬코리아전자,060670,2003-06-17,신규상장,주권,,대한민국,교보증권(주),500,"1,200","2,160,000",LCD 광기능성 시트 및 인버터,"6,000,000"
이엠테크닉스,064240,2003-06-11,신규상장,주권,,대한민국,유안타증권(주),500,"5,100","8,789,350",디지털 셋톱박스,"6,300,000"
예스컴,066200,2003-06-11,신규상장,주권,,대한민국,교보증권(주),500,"4,000","5,060,000",콜센터구축,"4,166,500"
씨.씨.에스,066790,2003-05-30,신규상장,주권,,대한민국,키움증권(주),"5,000","6,300","8,820,000",케이블TV서비스 및 초고속인터넷서비스,"4,400,000"
케너텍,062730,2003-05-23,신규상장,주권,,대한민국,한화투자증권(주),500,"3,000","2,700,000","축열식 시스템, 공동주택 열병합발전 시스템","4,400,000"
웹젠,069080,2003-05-23,신규상장,주권,,대한민국,미래에셋증권(주),500,"32,000","30,720,000",3D 온라인게임 '뮤(MU)',"3,500,000"
국제엘렉트릭코리아,053740,2003-03-21,신규상장,주권,,대한민국,유안타증권(주),500,"3,000","6,630,000",반도체제조용 Diffusion Furnace 및 LP-CVD,"8,210,000"
대화제약,067080,2003-02-14,신규상장,주권,,대한민국,한화투자증권(주),500,"1,700","5,542,000","후로스판, 세파메칠 등","10,860,000"
아이콜스,065810,2003-02-12,신규상장,주권,,대한민국,아이엠투자증권(주),500,"1,900","6,460,000","시스템통합(SI), ERP 솔루션 등","11,200,000"
우수기계공업,066590,2003-02-12,신규상장,주권,,대한민국,유안타증권(주),500,"2,200","2,266,000","엔진, 조향 및 기아변속기 부품","3,430,000"
하츠,066130,2003-02-11,신규상장,주권,,대한민국,미래에셋증권(주),500,"3,800","10,534,208","레인지후드, 빌트인 기기 등","12,800,000"
쓰리쎄븐,067290,2003-02-11,신규상장,주권,,대한민국,키움증권(주),500,"4,900","6,860,000","매니큐어세트, 손톱깎이","4,400,000"
헤드라인정보통신,066340,2003-02-07,신규상장,주권,,대한민국,푸르덴셜,500,"6,600","8,712,000",생활 및 산업용 무전기,"4,300,000"
에스비에스아이,046140,2003-02-05,신규상장,주권,,대한민국,한국증권,500,"4,200","13,734,000","컨텐츠, 프로젝트","10,899,969"
빅텍,065450,2003-02-05,신규상장,주권,,대한민국,미래에셋증권(주),500,"1,800","2,520,000",전자전시스템 장치류,"4,300,000"
팬텀,025460,2003-01-29,신규상장,주권,,대한민국,엔에이치투자증권주식회사,"5,000","8,700","4,002,000","골프볼, 골프웨어","1,520,000"
탑엔지니어링,065130,2003-01-29,신규상장,주권,,대한민국,미래에셋증권 주식회사,500,"2,700","7,128,000",LCD Cell Line 자동화 장치,"8,800,000"
한국오발,017010,2003-01-28,신규상장,주권,,대한민국,하나대투(하나IB),500,"2,300","3,045,890","유량계, 유량계측시스템, 밸브 등","4,410,000"
소프트텔레웨어,065440,2003-01-28,신규상장,주권,,대한민국,키움증권(주),500,"3,700","4,921,000",이동통신 핵심망 및 서비스망 솔루션 개발 공급,"6,030,000"
케이씨더블류,068060,2003-01-28,신규상장,주권,,대한민국,교보증권(주),500,"2,000","3,280,000",와이퍼브레이드,"5,440,000"
디에스알제강,069730,2003-01-28,신규상장,주권,1차 철강 제조업,대한민국,미래에셋증권 주식회사,500,"1,300","5,720,000",,"14,400,000"
한국큐빅,021650,2003-01-24,신규상장,주권,,대한민국,현대차증권주식회사,500,"2,900","5,220,000",Curl Fit(표면처리사업),"6,000,000"
한국교육미디어,048270,2003-01-24,신규상장,주권,,대한민국,미래에셋증권 주식회사,500,"2,100","6,877,500","수능학습지, 인터넷 학원","10,912,306"
재영솔루텍,049630,2003-01-24,신규상장,주권,,대한민국,엔에이치투자증권주식회사,500,"2,500","13,180,300",플라스틱 사출금형,"17,550,000"
에스디,066930,2003-01-24,신규상장,주권,,대한민국,KB증권(주),500,"3,700","5,194,800",진단시약,"6,000,000"
인터플렉스,051370,2003-01-22,신규상장,주권,,대한민국,대신증권(주),500,"3,000","11,100,000",연성회로기판(Flexible PCB),"12,300,000"
삼영이엔씨,065570,2003-01-21,신규상장,주권,,대한민국,한국증권,500,"3,300","7,920,000","GMDSS장비, GPS플로터 등","8,000,000"
명진아트,065650,2003-01-21,신규상장,주권,,대한민국,교보증권(주),500,"2,100","1,638,000",음반재킷 제작,"2,600,000"
티에스엠텍,066350,2003-01-21,신규상장,주권,,대한민국,한화투자증권(주),500,"2,700","4,933,413",티타늄 에칭챔바,"6,070,000"
하이쎌,066980,2003-01-17,신규상장,주권,,대한민국,엔에이치투자증권주식회사,500,"3,800","4,218,000",TFT-LCD용 광기능성 필름,"5,550,000"
산성피앤씨,016100,2003-01-15,신규상장,주권,,대한민국,한양증권(주),500,"1,100","1,276,000","골판지, 지함","3,860,000"
나래시스템,065910,2003-01-10,신규상장,주권,,대한민국,한국증권,500,"2,000","2,660,000",네트워크 설계 및 구축,"4,430,000"
한농화성,011500,2003-01-09,신규상장,주권,기타 화학제품 제조업,대한민국,메리츠증권(주),"5,000","10,500","4,620,000",,"1,440,000"
에이스디지텍,036550,2003-01-07,신규상장,주권,,대한민국,하나증권주식회사,500,"4,916",0,편광필름,"12,000,000"
케이피엠테크,042040,2003-01-07,신규상장,주권,,대한민국,아이엠투자증권(주),500,"2,200","5,280,000","표면처리약품, 전자동 도금설비","8,000,000"
풍경정화,065940,2003-01-07,신규상장,주권,,대한민국,현대차증권주식회사,500,"3,100","6,200,000","착색제, 잉크 등","6,500,000"
에스제이윈텍,061050,2003-01-06,신규상장,주권,,대한민국,현대차증권주식회사,500,"2,600","7,800,000","리모컨, 컨트롤러, 셋탑박스","12,000,000"
엘앤에프,066970,2003-01-02,신규상장,주권,,대한민국,엔에이치투자증권주식회사,500,"2,200","3,850,000",TFT-LCD BLU(Back Light Unit),"8,750,000"
디스플레이테크,066670,2002-12-30,신규상장,주권,,대한민국,유안타증권(주),500,"4,000","6,600,000",LCD Module,"8,250,000"
코닉테크,047820,2002-12-24,신규상장,주권,,대한민국,엔에이치투자증권주식회사,500,"1,400","1,820,000","환경필터용 부직포, 스포츠용 부직포, 각종산업용 부직포","4,300,000"
선우엔터테인먼트,066430,2002-12-24,신규상장,주권,,대한민국,한국증권,500,"3,400","7,480,000",만화영화제작,"7,300,312"
코어세스,052210,2002-12-23,신규상장,주권,,대한민국,신한투자증권 주식회사,500,0,0,"xDSL, Ethernet Switch","16,000,000"
선광전자,064090,2002-12-17,신규상장,주권,,대한민국,유안타증권(주),500,"3,400","4,335,000",CCTV CAMERA 등,"4,250,000"
쎌바이오텍,049960,2002-12-13,신규상장,주권,,대한민국,미래에셋증권 주식회사,500,"1,500","2,190,000",유산균 원말 및 완제품,"7,200,000"
아이에스하이텍,060910,2002-12-13,신규상장,주권,,대한민국,엔에이치투자증권주식회사,500,"1,800","5,562,000","LCD Module(7"" 이하), LCD Back Light(BLU), 기타(플라스틱금형·사출)","10,288,000"
능률영어사,053290,2002-12-10,신규상장,주권,,대한민국,엔에이치투자증권주식회사,500,"2,200","3,111,548",영어학습교재,"4,713,000"
폴리플러스,065610,2002-12-06,신규상장,주권,,대한민국,푸르덴셜,500,"1,600","4,800,000",ABS 수지,"10,000,000"
바른전자,064520,2002-12-04,신규상장,주권,,대한민국,한국증권,500,"1,800","2,089,800","메모리 카드, 스마트 카드 등","5,768,000"
이니시스,035600,2002-11-22,신규상장,주권,,대한민국,미래에셋증권 주식회사,100,0,0,전자지불서비스,"63,680,000"
렉스진바이오텍,065170,2002-11-19,신규상장,주권,,대한민국,엔에이치투자증권주식회사,500,"4,900","8,428,000",건강보조식품 등,"5,720,000"
하이스마텍,057100,2002-11-15,신규상장,주권,,대한민국,미래에셋증권(주),500,"3,500","4,970,000",IC Card 및 전자화폐 등,"5,320,000"
동양크레디텍,056340,2002-11-08,신규상장,주권,,대한민국,한국증권,500,"4,000","5,760,000","브라운관모니터 부품(EAR, Shrinkage Band 등)","4,800,000"
파라다이스,034230,2002-11-05,신규상장,주권,,대한민국,미래에셋증권 주식회사,500,"4,100","76,834,000",카지노,"93,700,000"
모닷텔,048150,2002-11-05,신규상장,주권,,대한민국,푸르덴셜,500,"4,100","11,480,000",CDMA단말기,"9,200,000"
휴먼정보기술,066480,2002-11-05,신규상장,주권,,대한민국,KB증권(주),500,"2,400","2,400,000",교육프랜차이즈사업,"3,200,000"
오디티,041590,2002-11-01,신규상장,주권,,대한민국,신영증권(주),500,"1,400","1,820,000",액정표시장치(모듈),"6,500,000"
엔에이치엔,035420,2002-10-29,신규상장,주권,,대한민국,미래에셋증권 주식회사,500,"22,000","45,342,000",인터넷검색 및 게임서비스,"7,437,050"
디엠티,065270,2002-10-23,신규상장,주권,,대한민국,대신증권(주),500,"5,150","6,180,000",식음료용 피팅,"4,000,000"
엔하이테크,046720,2002-10-10,신규상장,주권,,대한민국,부국증권(주),500,0,0,LED&LCD UNIT,"5,475,600"
새로닉스,042600,2002-10-01,신규상장,주권,,대한민국,브릿지1,500,"1,500","5,400,000",Focus Pack,"12,000,000"
디브이에스코리아,046400,2002-10-01,신규상장,주권,,대한민국,한국증권,500,"2,500","15,000,000",DVD Loader,"19,070,990"
디엠테크놀로지,065340,2002-09-26,신규상장,주권,,대한민국,교보증권(주),500,"7,200","10,528,344","DVD Player, DVD Receiver","5,600,000"
샤인시스템,066300,2002-09-25,신규상장,주권,,대한민국,유안타증권(주),500,"8,500","9,350,000",PVC창호,"3,600,000"
대진공업,065500,2002-09-19,신규상장,주권,,대한민국,신영증권(주),500,800,"1,528,000","하우징, 리테이너베어링","6,354,030"
소프트랜드,037320,2002-09-17,신규상장,주권,,대한민국,DB금융투자주식회사,"1,000",0,0,"소프트웨어, 하드웨어","4,746,746"
콤텔시스템,060900,2002-09-17,신규상장,주권,,대한민국,엔에이치투자증권주식회사,500,"1,700","2,890,000",콜센터운영서비스,"8,400,000"
국보디자인,066620,2002-09-05,신규상장,주권,,대한민국,엔에이치투자증권(주)(농협),500,"5,000","9,000,000",인테리어디자인,"5,800,000"
이모션,052770,2002-08-22,신규상장,주권,,대한민국,한화투자증권(주),500,"8,000","5,248,000",e-Business Solution & Service,"2,656,000"
필링크,064800,2002-08-22,신규상장,주권,,대한민국,교보증권(주),500,"5,500","7,555,900",Wap Gateway,"5,260,000"
엠아이자카텍,065420,2002-08-22,신규상장,주권,,대한민국,엔에이치투자증권주식회사,500,"2,150","2,795,000",자카드직물,"4,300,000"
포항강판,058430,2002-08-16,신규상장,주권,1차 철강 제조업,대한민국,삼성증권(주),"5,000","18,500","33,300,000",,"6,000,000"
휴먼텍코리아,066060,2002-08-16,신규상장,주권,,대한민국,하나증권주식회사,500,"2,800","7,168,000",클린룸 설계 및 시공관리,"7,100,000"
컴텍코리아,039980,2002-08-13,신규상장,주권,,대한민국,한국증권,500,"3,000","3,510,000","디지털방송솔루션, NI","5,050,000"
콜린스,056010,2002-08-13,신규상장,주권,,대한민국,부국증권(주),500,"2,600","3,582,800",TFT-LCD 모니터,"4,400,000"
이미지퀘스트,048410,2002-08-08,신규상장,주권,,대한민국,한화투자증권(주),"1,000","2,900","37,294,000","CDT모니터, LCD모니터","42,860,000"
지엔텍,065410,2002-08-01,신규상장,주권,,대한민국,유진투자증권(주),500,"1,600","2,752,000",집진기 유지보수 및 제조,"5,720,000"
크린에어테크놀로지,064060,2002-07-30,신규상장,주권,,대한민국,하나증권주식회사,500,"2,500","4,500,000",대기용필터,"6,800,000"
이앤이시스템,065160,2002-07-30,신규상장,주권,,대한민국,한화투자증권(주),500,"4,800","3,072,000",빙축열냉방시스템,"3,124,000"
현대오토넷,042100,2002-07-26,신규상장,주권,전자부품 제조업,대한민국,한국투자증권(주),500,"1,700","67,320,000",,"179,800,000"
에스피지,058610,2002-07-23,신규상장,주권,,대한민국,엔에이치투자증권주식회사,500,"8,000","13,440,000",소형 Geared Motor,"5,580,000"
토탈소프트뱅크,045340,2002-07-19,신규상장,주권,,대한민국,유안타증권(주),500,"9,200","11,960,000",해운물류소프트웨어 (CATOS 등),"4,300,000"
엘케이에프에스,047420,2002-07-19,신규상장,주권,,대한민국,키움증권(주),500,"3,100","6,820,000",리스크관리시스템(RMS) 등,"7,200,000"
세안아이티,053810,2002-07-19,신규상장,주권,,대한민국,푸르덴셜,500,"3,800","5,320,000",LCD 및 반도체 검사장비,"4,000,000"
정호코리아,065310,2002-07-19,신규상장,주권,,대한민국,한화투자증권(주),"1,000","5,100","3,245,385",가방 및 여성의류,"2,000,000"
한샘,009240,2002-07-16,신규상장,주권,생활용품 도매업,대한민국,엔에이치투자증권주식회사,"1,000","5,500","23,265,000",,"21,137,500"
삼호개발,010960,2002-07-16,신규상장,주권,,대한민국,DB금융투자주식회사,500,950,"4,085,000","토공사, 철근콘크리트, 아스콘, 골재","14,300,000"
시그엔,052970,2002-07-16,신규상장,주권,,대한민국,KB증권(주),500,"4,200","7,135,800",서버호스팅,"5,660,000"
대진디엠피,065690,2002-07-16,신규상장,주권,,대한민국,아이엠투자증권(주),500,"8,700","11,832,000",고무 및 플라스틱제품 제조업,"3,900,000"
서호전기,065710,2002-07-16,신규상장,주권,,대한민국,메릴린치인터내셔날엘엘씨증권 서울지점,500,"3,200","4,960,000",항만크레인 구동전기장치,"5,150,000"
백산오피씨,066110,2002-07-16,신규상장,주권,,대한민국,교보증권(주),500,"4,000","17,200,000",OPC Drum,"15,300,000"
다스텍,043710,2002-07-11,신규상장,주권,,대한민국,푸르덴셜,500,"1,400","3,360,000",전자파 장해 방지용 필터 및 코일,"7,600,000"
동화씨엠테크,060560,2002-07-11,신규상장,주권,,대한민국,키움증권(주),500,"2,000","4,400,000",건축자재,"7,200,000"
아비코전자,036010,2002-07-03,신규상장,주권,,대한민국,삼성증권(주),"1,000","8,500","14,042,893","전자저항기, 전자인덕터","5,910,000"
대원씨아이,060280,2002-07-03,신규상장,주권,,대한민국,키움증권(주),500,"5,700","7,980,000","만화단행본, 정기간행물","4,500,000"
샤인,065620,2002-06-27,신규상장,주권,,대한민국,엔에이치투자증권(주)(농협),500,"1,900","6,650,000","스테인레스 와이어, 로프, 용접봉","11,500,000"
보이스웨어,060230,2002-06-25,신규상장,주권,,대한민국,한국증권,500,"4,500","6,978,150",음성인식 및 음성합성 엔진,"7,680,000"
우리금융지주,053000,2002-06-24,신규상장,주권,기타 금융업,대한민국,"엔에이치투자증권주식회사,삼성증권(주)","5,000","6,800","612,000,000",,"763,624,391"
아이티플러스,046940,2002-06-18,신규상장,주권,,대한민국,아이엠투자증권(주),500,"7,500","13,500,000","e-Biz Infra Solution, SI","6,000,000"
퓨어텍,054120,2002-06-18,신규상장,주권,,대한민국,현대차증권주식회사,500,"2,100","3,822,000","변압기, 펌프","6,066,000"
옴니텔,057680,2002-06-18,신규상장,주권,,대한민국,한국증권,500,"5,500","8,574,500","모바일방송, 모바일컨텐츠","7,760,000"
아쿠아테크,065180,2002-06-18,신규상장,주권,,대한민국,한화투자증권(주),500,"3,300","5,280,000",오/폐수 처리시스템 제조 및 구축,"5,200,000"
인선이엔티,060150,2002-06-14,신규상장,주권,,대한민국,DB금융투자주식회사,500,"8,500","11,900,000",건축폐기물처리,"4,600,000"
오브제,058680,2002-06-11,신규상장,주권,,대한민국,신영증권(주),"1,000","10,700","9,630,000",여성 의류,"3,000,000"
슈마일렉트론,056500,2002-06-04,신규상장,주권,,대한민국,DB금융투자주식회사,500,"2,400","2,400,000",Graphic Card,"4,400,000"
한국전파기지국,065530,2002-06-04,신규상장,주권,,대한민국,미래에셋증권 주식회사,"5,000","7,200","11,520,000",공용기지국건설/관리,"5,200,000"
케이디미디어,063440,2002-05-30,신규상장,주권,,대한민국,KB증권(주),500,"3,700","11,914,000","추첨식복권 제조, 일반출판 인쇄, CD ·DVD 복제","10,720,000"
지어소프트,051160,2002-05-28,신규상장,주권,,대한민국,교보증권(주),500,"4,900","4,694,004","Mobile Solution & Platform, Internet GIS, Mobile Service","4,760,000"
지엔코,065060,2002-05-28,신규상장,주권,,대한민국,미래에셋증권 주식회사,500,"6,600","17,160,000","캐쥬얼의류(SPORT-REPLAY, Thursday Island)","8,600,000"
삼성광전,046430,2002-05-23,신규상장,주권,,대한민국,삼성증권(주),500,"5,300","8,215,000",반도체,"5,150,000"
뉴테크맨,049180,2002-05-23,신규상장,주권,,대한민국,삼성증권(주),500,"1,500","3,240,000",전자제품 스위치,"7,200,000"
케이에이치바텍,060720,2002-05-21,신규상장,주권,,대한민국,교보증권(주),500,"24,000","28,800,000","휴대폰부품(SHIELD, BRACKET)","4,000,000"
미래에셋오리엔탈주식혼합형펀드,067700,2002-05-20,신규상장,투자회사,,대한민국,미래에셋증권(주),0,-,-,,"5,080,000"
유펄스,050760,2002-05-16,신규상장,주권,,대한민국,엔에이치투자증권(주)(농협),500,"3,300","5,594,632",유무선 통신용 소프트웨어,"5,630,000"
알에프텍,061040,2002-05-16,신규상장,주권,,대한민국,엔에이치투자증권주식회사,500,"4,800","7,680,000","핸드폰 충전기, 핸즈프리","7,700,000"
이랜텍,054210,2002-05-09,신규상장,주권,,대한민국,삼성증권(주),500,"5,600","17,920,000",Battery Pack,"10,600,000"
영진닷컴,053890,2002-05-07,신규상장,주권,,대한민국,신한투자증권 주식회사,500,"4,800","16,320,000",IT관련 서적 출판,"10,000,000"
케이디엔스마텍,054020,2002-05-07,신규상장,주권,,대한민국,교보증권(주),500,"3,500","9,450,000",IC카드,"13,160,000"
에어로텔레콤,058550,2002-05-07,신규상장,주권,,대한민국,하나증권주식회사,500,"5,500","6,237,000",CDMA 중계기,"3,778,000"
데이타게이트인터내셔널,060410,2002-05-07,신규상장,주권,,대한민국,하나증권주식회사,500,"2,500","4,300,000","침입탐지시스템, 보안취약점분석, 헬프데스크","5,720,000"
마이다스차익거래삼호혼합형펀드,067410,2002-05-06,신규상장,투자회사,,대한민국,교보증권(주),0,-,-,,"11,084,400"
경조산업,050120,2002-04-25,신규상장,주권,,대한민국,유진투자증권(주),500,"2,050","2,539,950","텐트, 원 ·부자재","4,129,000"
케이피티,054410,2002-04-25,신규상장,주권,,대한민국,엔에이치투자증권(주)(농협),500,"2,800","4,257,876","Vacuum Treatment, Plasma Surface Treatment","5,060,000"
어울림정보기술,038320,2002-04-23,신규상장,주권,,대한민국,미래에셋증권(주),500,"7,000","7,700,000","SecureWorks Firewall, VPN","5,100,000"
한국통신데이타,045760,2002-04-23,신규상장,주권,,대한민국,삼성증권(주),500,"5,500","13,200,000",GIS용 S/W,"10,800,000"
씨엠에스,050470,2002-04-23,신규상장,주권,,대한민국,미래에셋증권(주),500,"2,500","4,150,000",생활쿠폰 판촉 서비스,"8,300,000"
삼에스코리아,060310,2002-04-23,신규상장,주권,,대한민국,신영증권(주),500,"3,800","3,002,000","칼로리메타, 가습기","2,400,000"
LG카드,032710,2002-04-22,신규상장,주권,재 보험업,대한민국,미래에셋증권주식회사,"5,000","58,000","464,000,000",,"74,000,000"
화일약품,061250,2002-04-18,신규상장,주권,,대한민국,엔에이치투자증권(주)(농협),500,"14,900","10,728,000",의약품원료,"2,400,000"
